Project_Name,Transacted_Price,Unit_Price,Sale_Date
UE SQUARE,1750000,1748,1 Oct 2019
THE LAURELS,9600000,2013,1 Oct 2019
SOPHIA 98,890000,1503,1 Oct 2019
LANGSTON VILLE,1410000,1489,1 Oct 2019
CAIRNHILL ASTORIA,3315000,1812,1 Oct 2019
THE CLAYMORE,10100000,3017,1 Oct 2019
MARTIN MODERN,4482100,2586,1 Oct 2019
GAMBIER COURT,1580000,1359,1 Oct 2019
PATERSON SUITES,4348610,2590,1 Oct 2019
PARC EMILY,1695000,1897,1 Oct 2019
LEONIE HILL RESIDENCES,2537500,2224,1 Oct 2019
THE MARQ ON PATERSON HILL,29500000,4677,1 Oct 2019
OXLEY RESIDENCE,6175200,2400,1 Oct 2019
8 SAINT THOMAS,4068000,3123,1 Oct 2019
THE CLAYMORE,8950000,2674,1 Oct 2019
MARTIN MODERN,4527700,2613,1 Oct 2019
LEONIE HILL RESIDENCES,2300000,2016,1 Oct 2019
MARTIN MODERN,3714000,2614,1 Oct 2019
HAUS ON HANDY,1314400,2840,1 Oct 2019
THE METZ,2200000,2151,1 Oct 2019
KIM SIA COURT,1850000,1736,1 Oct 2019
8 SAINT THOMAS,1750000,3188,1 Oct 2019
THE LIGHT @ CAIRNHILL,1800000,2144,1 Oct 2019
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,20000000,3532,1 Oct 2019
8 SAINT THOMAS,1560000,3535,1 Oct 2019
8 SAINT THOMAS,1569000,3101,1 Oct 2019
HAUS ON HANDY,1972800,2909,1 Oct 2019
SCOTTS SQUARE,2180000,3433,1 Oct 2019
RIVERGATE,3880000,2171,1 Oct 2019
HAUS ON HANDY,1294400,2863,1 Oct 2019
THE MARQ ON PATERSON HILL,25500000,4092,1 Oct 2019
THE MARQ ON PATERSON HILL,25000000,4011,1 Oct 2019
SCOTTS SQUARE,2370000,3732,1 Oct 2019
PATERSON SUITES,4380000,2466,1 Oct 2019
PATERSON SUITES,5060000,2271,1 Oct 2019
THE VERMONT ON CAIRNHILL,3080000,2135,1 Oct 2019
HAUS ON HANDY,2128000,2865,1 Oct 2019
MARTIN MODERN,1922800,2516,1 Oct 2019
HILLTOPS,7847000,3299,1 Oct 2019
HAUS ON HANDY,2821600,2913,1 Oct 2019
EURO-ASIA COURT,2150000,1585,1 Oct 2019
MARTIN NO 38,2898000,2564,1 Oct 2019
ASPEN HEIGHTS,1840000,1644,1 Oct 2019
MIRAGE TOWER,2620000,1751,1 Oct 2019
TWENTYONE ANGULLIA PARK,32000000,4146,1 Oct 2019
MARTIN MODERN,3092000,2844,1 Oct 2019
8 SAINT THOMAS,1566000,3095,1 Oct 2019
PATERSON RESIDENCE,2700000,2056,1 Oct 2019
8 SAINT THOMAS,1578190,3120,1 Sep 2019
MARTIN MODERN,2039500,2669,1 Sep 2019
THE LUMOS,3150000,1795,1 Sep 2019
WATERMARK ROBERTSON QUAY,2485000,1940,1 Sep 2019
RIVERIA GARDENS,3440000,2403,1 Sep 2019
RV ALTITUDE,1784000,2858,1 Sep 2019
RHAPSODY ON MOUNT ELIZABETH,2088000,2000,1 Sep 2019
THE WHARF RESIDENCE,2560000,2402,1 Sep 2019
ROBERTSON 100,2128000,1848,1 Sep 2019
RIVERGATE,3220000,2092,1 Sep 2019
THE MARQ ON PATERSON HILL,23000000,3690,1 Sep 2019
THE TRILLIUM,10380000,1883,1 Sep 2019
VISIONCREST,1880000,1985,1 Sep 2019
VIDA,1590000,1846,1 Sep 2019
CAVENAGH GARDENS,1480000,1273,1 Sep 2019
MARTIN MODERN,1929500,2525,1 Sep 2019
TIARA,3060000,2031,1 Sep 2019
LEONIE SUITES,1600000,1728,1 Sep 2019
MARTIN MODERN,4612300,2661,1 Sep 2019
TRIBECA,1170000,2051,1 Sep 2019
MARTIN MODERN,2159400,2826,1 Sep 2019
THE VERMONT ON CAIRNHILL,4000000,2337,1 Sep 2019
HAUS ON HANDY,1318400,2848,1 Sep 2019
MARTIN MODERN,1987000,2600,1 Sep 2019
THE CLAYMORE,15200000,3090,1 Sep 2019
HAUS ON HANDY,1340000,2895,1 Sep 2019
MARTIN MODERN,3694100,2600,1 Sep 2019
HAUS ON HANDY,2718400,2870,1 Sep 2019
RIVERGATE,3550000,2306,1 Sep 2019
VIVACE,808000,2029,1 Sep 2019
OXLEY EDGE,1650000,1564,1 Sep 2019
CAIRNHILL CREST,3880000,1970,1 Sep 2019
THE PEAK @ CAIRNHILL II,2261000,2728,1 Sep 2019
HORIZON TOWERS,3488000,1350,1 Sep 2019
LEONIE GARDENS,2718880,1569,1 Sep 2019
URBANA,3000000,2034,1 Sep 2019
111 EMERALD HILL,3750000,1768,1 Sep 2019
ASPEN HEIGHTS,2808000,1581,1 Sep 2019
THE METZ,1480000,2546,1 Sep 2019
HORIZON TOWERS,2880000,1211,1 Sep 2019
MARTIN MODERN,2057700,2692,1 Sep 2019
CASA NOVACREST,2430000,1536,1 Sep 2019
8 SAINT THOMAS,4288000,3292,1 Sep 2019
8 SAINT THOMAS,1545000,3054,1 Sep 2019
HILLTOPS,5752000,3319,1 Sep 2019
LUMA,2030000,1730,1 Sep 2019
THE IMPERIAL,3796800,2100,1 Aug 2019
CAVENAGH GARDENS,1880000,1213,1 Aug 2019
THE IMPERIAL,4250000,2046,1 Aug 2019
PARC SOPHIA,1008000,1615,1 Aug 2019
MARTIN MODERN,5850000,3254,1 Aug 2019
8 SAINT THOMAS,3920000,3010,1 Aug 2019
KILLINEY 118,1150000,1842,1 Aug 2019
RIVERGATE,2380000,2279,1 Aug 2019
THE PIER AT ROBERTSON,1356000,2000,1 Aug 2019
WATERMARK ROBERTSON QUAY,1800000,1798,1 Aug 2019
PARC MACKENZIE,1920000,1438,1 Aug 2019
MARTIN MODERN,3966400,2792,1 Aug 2019
ALBA,7380000,3204,1 Aug 2019
ELIZABETH HEIGHTS,4200000,1682,1 Aug 2019
MARTIN MODERN,2153800,2818,1 Aug 2019
8 SAINT THOMAS,1600000,3163,1 Aug 2019
THE WHARF RESIDENCE,3000000,1949,1 Aug 2019
HORIZON TOWERS,2920000,1268,1 Aug 2019
8 SAINT THOMAS,1760000,3206,1 Aug 2019
MACKENZIE 88,725000,1347,1 Aug 2019
THE VERMONT ON CAIRNHILL,3250000,2253,1 Aug 2019
ROBERTSON EDGE,1000000,2111,1 Aug 2019
PARC EMILY,1100000,2004,1 Aug 2019
8 SAINT THOMAS,1563000,3089,1 Aug 2019
OUE TWIN PEAKS,3250000,2323,1 Aug 2019
MARTIN MODERN,2150700,2814,1 Aug 2019
HAUS ON HANDY,1783200,2856,1 Aug 2019
MARTIN MODERN,1988000,2601,1 Aug 2019
MARTIN PLACE RESIDENCES,1545000,2392,1 Aug 2019
RESIDENCES AT 338A,2070000,1781,1 Aug 2019
MARTIN MODERN,2140400,2801,1 Aug 2019
8 SAINT THOMAS,1600000,3163,1 Aug 2019
HILLTOPS,4118000,3085,1 Aug 2019
TWENTYONE ANGULLIA PARK,8280000,3663,1 Aug 2019
MARTIN MODERN,1984000,2596,1 Aug 2019
ORCHARD COURT,1570000,1080,1 Aug 2019
EMILY RESIDENCE,860000,1567,1 Aug 2019
THE TATE RESIDENCES,8000000,2469,1 Aug 2019
ONE OXLEY RISE,1900000,1731,1 Aug 2019
HORIZON TOWERS,2450000,1064,1 Aug 2019
CAVENAGH COURT,2760000,1517,1 Aug 2019
HILLTOPS,3965000,2971,1 Aug 2019
OLEANAS RESIDENCE,2050000,1656,1 Aug 2019
LEONIE GARDENS,2708000,1563,1 Aug 2019
MACKENZIE 88,738000,1758,1 Aug 2019
ESPADA,1438000,2087,1 Aug 2019
8 SAINT THOMAS,1600000,3163,1 Aug 2019
CAIRNHILL CREST,3757000,2168,1 Aug 2019
RIVERIA GARDENS,1950000,2013,1 Aug 2019
MARTIN MODERN,2148000,2811,1 Aug 2019
VISIONCREST,2250000,1972,1 Aug 2019
8 SAINT THOMAS,1800000,3279,1 Aug 2019
HORIZON TOWERS,3290000,1258,1 Aug 2019
VISIONCREST,2380000,1940,1 Aug 2019
8 SAINT THOMAS,2560000,3171,1 Aug 2019
MARTIN MODERN,1990300,2604,1 Aug 2019
THE IVERIA,2402000,2536,1 Aug 2019
LA CRYSTAL,1928000,1828,1 Aug 2019
ESTILO,1668000,1347,1 Aug 2019
ESPADA,1100000,2433,1 Aug 2019
8 SAINT THOMAS,2629440,3016,1 Aug 2019
LEONIE TOWERS,5400000,1661,1 Aug 2019
ESPADA,1550000,2149,1 Aug 2019
ROBERTSON 100,2000000,1916,1 Aug 2019
TWENTYONE ANGULLIA PARK,10580000,3810,1 Aug 2019
NEW FUTURA,4300000,3916,1 Aug 2019
TWENTYONE ANGULLIA PARK,3980000,3424,1 Aug 2019
HILLTOPS,4500000,2903,1 Aug 2019
TWENTYONE ANGULLIA PARK,8380000,3707,1 Aug 2019
PARC CENTENNIAL,1850000,1482,1 Aug 2019
8 SAINT THOMAS,5466000,3115,1 Aug 2019
SOPHIA RESIDENCE,3050000,1677,1 Aug 2019
PARC MACKENZIE,1980000,1483,1 Aug 2019
ELIZABETH TOWER,4500000,1467,1 Aug 2019
CAVENAGH COURT,2880000,1565,1 Aug 2019
VIDA,1600000,1858,1 Aug 2019
CAIRNHILL PLAZA,5300000,1604,1 Aug 2019
THE PATERSON EDGE,2115000,2136,1 Aug 2019
VIVACE,798000,2004,1 Jul 2019
RIVERGATE,3250000,2026,1 Jul 2019
THE TATE RESIDENCES,4990000,2634,1 Jul 2019
TWENTYONE ANGULLIA PARK,9080000,4017,1 Jul 2019
TWENTYONE ANGULLIA PARK,9280000,4105,1 Jul 2019
RV ALTITUDE,1360000,3082,1 Jul 2019
MARTIN NO 38,3460000,2592,1 Jul 2019
THE LAURELS,3620000,2779,1 Jul 2019
YONG AN PARK,6080000,1883,1 Jul 2019
THE VERMONT ON CAIRNHILL,3070000,2144,1 Jul 2019
8 SAINT THOMAS,2943000,3375,1 Jul 2019
THE LAURELS,2300000,2606,1 Jul 2019
MARTIN MODERN,1914300,2505,1 Jul 2019
UE SQUARE,2320000,1486,1 Jul 2019
PATERSON RESIDENCE,2130000,2249,1 Jul 2019
SCOTTS SQUARE,2330200,3669,1 Jul 2019
MARTIN MODERN,2132800,2791,1 Jul 2019
HAUS ON HANDY,1484800,2874,1 Jul 2019
MARTIN MODERN,2080500,2722,1 Jul 2019
MARTIN MODERN,1982700,2594,1 Jul 2019
RV ALTITUDE,1832000,2934,1 Jul 2019
CAIRNHILL PLAZA,5085000,1803,1 Jul 2019
MARTIN MODERN,1950350,2552,1 Jul 2019
ORCHARD VIEW,6150000,2431,1 Jul 2019
LA CRYSTAL,1665000,1820,1 Jul 2019
ORCHARD SCOTTS,3510000,1538,1 Jul 2019
THE BOUTIQ,1100000,2004,1 Jul 2019
LEONIE GARDENS,2695000,1555,1 Jul 2019
WATERMARK ROBERTSON QUAY,2150000,1997,1 Jul 2019
TWENTYONE ANGULLIA PARK,8470762,3747,1 Jul 2019
THE WHARF RESIDENCE,2320000,2245,1 Jul 2019
8 HULLET,1990000,3698,1 Jul 2019
LIV ON SOPHIA,1218888,2265,1 Jul 2019
VISIONCREST,1190000,1906,1 Jul 2019
CASA CAIRNHILL,3900000,1461,1 Jul 2019
ASPEN HEIGHTS,2460000,1858,1 Jul 2019
WATERFORD RESIDENCE,2068000,1731,1 Jul 2019
MARTIN MODERN,2143200,2804,1 Jul 2019
HAUS ON HANDY,1344000,2904,1 Jul 2019
RV ALTITUDE,1799000,2882,1 Jul 2019
LUMA,1310000,1764,1 Jul 2019
EURO-ASIA COURT,1700000,1612,1 Jul 2019
CAIRNHILL PLAZA,3720000,1623,1 Jul 2019
ESPADA,930000,2700,1 Jul 2019
8 SAINT THOMAS,2460000,3047,1 Jul 2019
THE IVERIA,2482000,2620,1 Jul 2019
HAUS ON HANDY,1192800,2841,1 Jul 2019
8 SAINT THOMAS,1560000,3019,1 Jul 2019
DEVONSHIRE 12,985000,2034,1 Jul 2019
CAVENAGH GARDENS,1960000,1265,1 Jul 2019
VIDA,1170000,2218,1 Jul 2019
SOPHIA HILLS,1420000,2030,1 Jul 2019
8 @ MOUNT SOPHIA,2350000,1516,1 Jul 2019
HAUS ON HANDY,1282400,2837,1 Jul 2019
HAUS ON HANDY,1282050,2770,1 Jul 2019
THE INSPIRA,1720000,1858,1 Jul 2019
8 SAINT THOMAS,2647260,3036,1 Jul 2019
HAUS ON HANDY,1496800,2897,1 Jul 2019
RV ALTITUDE,1368000,3100,1 Jul 2019
RV ALTITUDE,1858000,2926,1 Jul 2019
HAUS ON HANDY,1188000,2830,1 Jul 2019
HAUS ON HANDY,1322400,2857,1 Jul 2019
HAUS ON HANDY,2118400,2852,1 Jul 2019
HAUS ON HANDY,1353600,2858,1 Jul 2019
HAUS ON HANDY,1357600,2866,1 Jul 2019
HAUS ON HANDY,1365600,2883,1 Jul 2019
HAUS ON HANDY,1336000,2886,1 Jul 2019
HAUS ON HANDY,1344000,2904,1 Jul 2019
HAUS ON HANDY,1196800,2851,1 Jul 2019
HAUS ON HANDY,1373600,2900,1 Jul 2019
HAUS ON HANDY,1377600,2909,1 Jul 2019
STARLIGHT SUITES,2050000,1904,1 Jul 2019
SOPHIA RESIDENCE,2000000,1753,1 Jul 2019
WATERMARK ROBERTSON QUAY,2139000,1987,1 Jul 2019
ESPADA,1480000,2148,1 Jul 2019
ASPEN HEIGHTS,2500000,1888,1 Jul 2019
THE LAURELS,2280000,2278,1 Jul 2019
THE PEAK @ CAIRNHILL I,3130000,1710,1 Jul 2019
LEONIE GARDENS,2688000,1551,1 Jul 2019
CAIRNHILL PLAZA,4450000,1560,1 Jul 2019
CENTENNIA SUITES,4580000,2610,1 Jul 2019
8 SAINT THOMAS,1780000,3242,1 Jul 2019
SOPHIA RESIDENCE,2480000,1732,1 Jul 2019
TOWNHOUSE APARTMENTS,1900000,853,1 Jul 2019
MARTIN PLACE RESIDENCES,2428000,2325,1 Jul 2019
THE IMPERIAL,2000000,2020,1 Jun 2019
SOPHIA VIEW,9280000,1094,1 Jun 2019
8 SAINT THOMAS,4183000,3212,1 Jun 2019
RESIDENCES @ KILLINEY,2228000,2112,1 Jun 2019
RV ALTITUDE,1660000,2910,1 Jun 2019
NEW FUTURA,6182800,3379,1 Jun 2019
CAIRNHILL PLAZA,3300000,1439,1 Jun 2019
MARTIN NO 38,2850000,2522,1 Jun 2019
CAIRNHILL PLAZA,5000000,1753,1 Jun 2019
LEONIE SUITES,1690000,1805,1 Jun 2019
SCOTTS SQUARE,2400000,3844,1 Jun 2019
SOPHIA RESIDENCE,2309000,1716,1 Jun 2019
MARTIN PLACE RESIDENCES,7200000,2130,1 Jun 2019
NOMU,3200000,2305,1 Jun 2019
NEW FUTURA,6683000,3652,1 Jun 2019
ASPEN HEIGHTS,4520880,1680,1 Jun 2019
THE PIER AT ROBERTSON,1310000,1932,1 Jun 2019
THE MORNINGSIDE,4200000,1742,1 Jun 2019
MARTIN PLACE RESIDENCES,1380000,2331,1 Jun 2019
8 SAINT THOMAS,2718000,3117,1 Jun 2019
8 SAINT THOMAS,2488888,3083,1 Jun 2019
LIV ON WILKIE,1180000,2150,1 Jun 2019
VIDA,1150000,2226,1 Jun 2019
DEVONSHIRE RESIDENCES,1150000,2273,1 Jun 2019
THE VERMONT ON CAIRNHILL,1820000,2037,1 Jun 2019
8 SAINT THOMAS,1530000,3024,1 Jun 2019
8 SAINT THOMAS,3000000,2873,1 Jun 2019
CENTENNIA SUITES,3650000,2080,1 Jun 2019
ONE DEVONSHIRE,3100000,2380,1 Jun 2019
TWENTYONE ANGULLIA PARK,8280000,3663,1 Jun 2019
THE COSMOPOLITAN,3100000,2341,1 Jun 2019
THE PIER AT ROBERTSON,1290000,1965,1 Jun 2019
RV ALTITUDE,1334000,3023,1 Jun 2019
LE WILKIE,1668000,1384,1 Jun 2019
OXLEY EDGE,870000,2184,1 Jun 2019
NEW FUTURA,6629700,3623,1 Jun 2019
URBANA,2750000,2094,1 Jun 2019
8 SAINT THOMAS,2480000,3072,1 Jun 2019
336 RIVER VALLEY,3896080,2462,1 Jun 2019
THE PIER AT ROBERTSON,2400000,2299,1 Jun 2019
8 SAINT THOMAS,1612000,3186,1 Jun 2019
THE WHARF RESIDENCE,2250000,2177,1 Jun 2019
TRIBECA,2780000,2034,1 Jun 2019
8 @ MOUNT SOPHIA,2680000,1025,1 Jun 2019
ASPEN HEIGHTS,2370000,1790,1 Jun 2019
THE CENTREPOINT,2911000,2600,1 Jun 2019
SAM KIANG MANSIONS,1950000,1617,1 Jun 2019
MARTIN MODERN,4933500,2745,1 Jun 2019
THE LAURELS,2402400,2400,1 Jun 2019
WATERMARK ROBERTSON QUAY,2100000,1951,1 Jun 2019
RICHMOND PARK,2608000,2578,1 Jun 2019
HILLTOPS,3760000,2817,1 Jun 2019
MARTIN MODERN,1906700,2495,1 May 2019
UE SQUARE,1820000,1900,1 May 2019
MARTIN MODERN,2500000,2867,1 May 2019
HELIOS RESIDENCES,2700000,2056,1 May 2019
CENTENNIA SUITES,5688888,2541,1 May 2019
ROBERTSON 100,1620000,1835,1 May 2019
PARC SOPHIA,1031800,1653,1 May 2019
RIVERGATE,4860000,2339,1 May 2019
ROBERTSON 100,1593000,1827,1 May 2019
8 SAINT THOMAS,4250000,3263,1 May 2019
8 @ MOUNT SOPHIA,2530000,967,1 May 2019
111 EMERALD HILL,3900000,1980,1 May 2019
8 SAINT THOMAS,2550940,3160,1 May 2019
LEONIE GARDENS,3650000,1362,1 May 2019
PATERSON RESIDENCE,3775000,2277,1 May 2019
GRANGE INFINITE,4500000,1900,1 May 2019
THE COSMOPOLITAN,3080000,2326,1 May 2019
LEONIE GARDENS,2700000,1558,1 May 2019
KIM SIA COURT,2650000,1865,1 May 2019
UE SQUARE,1950000,1849,1 May 2019
THE METZ,1300000,2279,1 May 2019
WATERSCAPE AT CAVENAGH,1930000,1868,1 May 2019
8 SAINT THOMAS,3900000,2994,1 May 2019
OUE TWIN PEAKS,3300000,2358,1 May 2019
8 @ MOUNT SOPHIA,1950000,1485,1 May 2019
THE IMPERIAL,2048000,2091,1 May 2019
STARLIGHT SUITES,3900000,2094,1 May 2019
NEW FUTURA,6400100,3498,1 May 2019
NEW FUTURA,6420600,3509,1 May 2019
111 EMERALD HILL,8400000,1876,1 May 2019
THE COSMOPOLITAN,3150000,2251,1 May 2019
CAIRNHILL PLAZA,3500000,1527,1 May 2019
RIVERGATE,4300000,2059,1 May 2019
EURO-ASIA COURT,2500000,1720,1 May 2019
2 RVG,1750000,1959,1 May 2019
RICHMOND PARK,4386500,2830,1 May 2019
CAIRNHILL PLAZA,3638000,1587,1 May 2019
TWENTYONE ANGULLIA PARK,10500000,3364,1 May 2019
CAIRNHILL CREST,1800000,2200,1 May 2019
PATERSON SUITES,5350000,2473,1 May 2019
NEW FUTURA,6412400,3504,1 May 2019
HORIZON TOWERS,3225000,1297,1 May 2019
TRIBECA,2680000,1945,1 May 2019
RV ALTITUDE,1398000,3168,1 May 2019
URBAN SUITES,4323000,2751,1 May 2019
VIDA,1080000,2090,1 May 2019
URBAN SUITES,5300000,2647,1 May 2019
THE IMPERIAL,3770000,2085,1 May 2019
RICHMOND PARK,3310000,2563,1 May 2019
SKYLINE 360 @ SAINT THOMAS WALK,4750000,2229,1 May 2019
LLOYD SIXTYFIVE,6900000,2849,1 May 2019
THE PEAK @ CAIRNHILL II,2356000,2606,1 May 2019
ASPEN HEIGHTS,2780000,1757,1 May 2019
8 SAINT THOMAS,2648000,3037,1 May 2019
MIRAGE TOWER,2090000,1703,1 May 2019
HILLTOPS,3358000,2836,1 May 2019
8 SAINT THOMAS,2618000,3243,1 May 2019
ESPADA,980000,2601,1 May 2019
MARTIN MODERN,1936100,2533,1 May 2019
WATERMARK ROBERTSON QUAY,2200000,1928,1 May 2019
LIV ON WILKIE,1200000,2275,1 May 2019
8 SAINT THOMAS,2627000,3013,1 May 2019
SCOTTS 28,3800000,2292,1 May 2019
SKYPARK,1000000,1429,1 May 2019
CAIRNHILL PLAZA,3300000,1439,1 May 2019
OUE TWIN PEAKS,1570250,2752,1 May 2019
ROBERTSON 100,2000000,1935,1 May 2019
WILKIE 80,837000,1944,1 May 2019
SKYPARK,3800000,1435,1 May 2019
WATERMARK ROBERTSON QUAY,3200000,1699,1 May 2019
PATERSON RESIDENCE,3600000,2172,1 May 2019
ESTILO,1650000,1394,1 May 2019
NEW FUTURA,6445200,3522,1 Apr 2019
ORCHARD SCOTTS,3450000,1512,1 Apr 2019
OUE TWIN PEAKS,1530000,2682,1 Apr 2019
MACKENZIE 88,750000,1659,1 Apr 2019
PATERSON SUITES,4980000,2235,1 Apr 2019
THE COSMOPOLITAN,2500000,2191,1 Apr 2019
SCOTTS SQUARE,3800000,3043,1 Apr 2019
HILLTOPS,4138000,3100,1 Apr 2019
MARTIN PLACE RESIDENCES,2400000,2299,1 Apr 2019
THE QUAYSIDE,2110000,1400,1 Apr 2019
RIVERGATE,2600000,2465,1 Apr 2019
ST THOMAS SUITES,4800000,1843,1 Apr 2019
RV ALTITUDE,1352000,3064,1 Apr 2019
PATERSON SUITES,5100000,2323,1 Apr 2019
8 SAINT THOMAS,9650000,3630,1 Apr 2019
NOMU,2307900,2082,1 Apr 2019
8 SAINT THOMAS,2450000,3035,1 Apr 2019
TRIBECA,3350000,1898,1 Apr 2019
ORCHARD SCOTTS,3360000,1545,1 Apr 2019
STARLIGHT SUITES,1380000,1781,1 Apr 2019
WATERMARK ROBERTSON QUAY,2080000,1952,1 Apr 2019
TIARA,2480000,1843,1 Apr 2019
MARTIN MODERN,2153700,2818,1 Apr 2019
MARTIN NO 38,3056000,2704,1 Apr 2019
CAVENAGH COURT,3080000,1654,1 Apr 2019
TWENTYONE ANGULLIA PARK,9980000,3164,1 Apr 2019
MARTIN MODERN,1992200,2607,1 Apr 2019
PARC EMILY,1700000,1680,1 Apr 2019
MARTIN MODERN,2001700,2619,1 Apr 2019
ESPADA,1300000,2013,1 Apr 2019
EURO-ASIA COURT,2400000,1448,1 Apr 2019
MARTIN PLACE RESIDENCES,2330000,2232,1 Apr 2019
LEONIE SUITES,1740000,1858,1 Apr 2019
TWENTYONE ANGULLIA PARK,7452000,3297,1 Apr 2019
ASPEN HEIGHTS,2750000,1750,1 Apr 2019
THE BOTANIC ON LLOYD,6150000,1742,1 Apr 2019
WATERSCAPE AT CAVENAGH,2400000,1742,1 Apr 2019
THE PEAK @ CAIRNHILL II,2285000,2757,1 Apr 2019
VIDA,1168000,2214,1 Apr 2019
MACKENZIE REGENCY,1500000,1191,1 Apr 2019
8 SAINT THOMAS,2685200,3326,1 Apr 2019
OUE TWIN PEAKS,1471400,2680,1 Apr 2019
CITYVALE,1178000,1633,1 Apr 2019
MARTIN MODERN,2270000,2604,1 Apr 2019
YONG AN PARK,4550000,2023,1 Apr 2019
8 @ MOUNT SOPHIA,1750000,1578,1 Apr 2019
8 SAINT THOMAS,1488000,2941,1 Apr 2019
LIV ON WILKIE,1150000,2055,1 Apr 2019
HILLTOPS,5274000,3082,1 Apr 2019
RV ALTITUDE,1848000,2960,1 Apr 2019
YONG AN PARK,5200000,1610,1 Apr 2019
CAIRNHILL CREST,5000000,1994,1 Apr 2019
WATERSCAPE AT CAVENAGH,2050000,1685,1 Apr 2019
RV ALTITUDE,1820000,2915,1 Apr 2019
PATERSON SUITES,4850000,2242,1 Apr 2019
CENTENNIA SUITES,5650000,2500,1 Apr 2019
RV ALTITUDE,1383000,3134,1 Apr 2019
JIA,1735000,1439,1 Apr 2019
OUE TWIN PEAKS,1501000,2631,1 Apr 2019
RV ALTITUDE,1862000,2982,1 Apr 2019
PARC MACKENZIE,1750000,1222,1 Apr 2019
LANGSTON VILLE,1485000,1568,1 Apr 2019
MARTIN MODERN,2165100,2833,1 Apr 2019
ASPEN HEIGHTS,2250000,1699,1 Apr 2019
RIVERGATE,3668000,2366,1 Apr 2019
CAVENAGH GARDENS,1900000,1226,1 Apr 2019
MIRAGE TOWER,1860000,1942,1 Apr 2019
PARC EMILY,1710000,1746,1 Apr 2019
8 SAINT THOMAS,1580000,3058,1 Apr 2019
8 SAINT THOMAS,2828000,2709,1 Apr 2019
8 SAINT THOMAS,1580000,3123,1 Apr 2019
MACKENZIE 88,740000,1528,1 Apr 2019
MARTIN MODERN,1990800,2605,1 Mar 2019
LUMA,1660000,1836,1 Mar 2019
LUMA,1990000,1696,1 Mar 2019
THE QUAYSIDE,1748888,1491,1 Mar 2019
RV ALTITUDE,1341000,3039,1 Mar 2019
RIVERGATE,3800000,2140,1 Mar 2019
8 SAINT THOMAS,2638000,3026,1 Mar 2019
ORCHARD SCOTTS,3300000,1446,1 Mar 2019
THE LUMOS,4402320,2509,1 Mar 2019
OXLEY EDGE,880000,2210,1 Mar 2019
OXLEY EDGE,880000,2336,1 Mar 2019
ATTITUDE AT KIM YAM,705000,2113,1 Mar 2019
THE TRILLIUM,5000000,2255,1 Mar 2019
PATERSON SUITES,5000000,2288,1 Mar 2019
SOPHIA RESIDENCE,2400000,1676,1 Mar 2019
NEW FUTURA,6793700,3713,1 Mar 2019
MARTIN MODERN,4600900,2655,1 Mar 2019
8 SAINT THOMAS,1640000,3242,1 Mar 2019
CASA CAIRNHILL,2650000,1686,1 Mar 2019
UE SQUARE,1050000,2075,1 Mar 2019
HILLTOPS,2678000,3231,1 Mar 2019
THE PIER AT ROBERTSON,1320000,1803,1 Mar 2019
MACKENZIE 88,1200000,1486,1 Mar 2019
HORIZON TOWERS,2950000,1275,1 Mar 2019
ASPEN HEIGHTS,1900000,1697,1 Mar 2019
TWENTYONE ANGULLIA PARK,7700000,3327,1 Mar 2019
MARTIN MODERN,2045000,2676,1 Mar 2019
THE WHARF RESIDENCE,2067800,1960,1 Mar 2019
ROBERTSON BLUE,3500000,1880,1 Mar 2019
PARC EMILY,2750000,1587,1 Mar 2019
PATERSON RESIDENCE,1600000,2252,1 Mar 2019
PARC EMILY,1220000,2061,1 Mar 2019
SCOTTS SQUARE,3288800,3681,1 Mar 2019
8 SAINT THOMAS,1740000,3170,1 Mar 2019
ORCHARD COURT,1600000,1101,1 Mar 2019
MARTIN MODERN,3014350,2773,1 Mar 2019
ORCHARD SCOTTS,3500000,1534,1 Mar 2019
MARTIN MODERN,2400000,2753,1 Mar 2019
WATERMARK ROBERTSON QUAY,2000000,2111,1 Mar 2019
MARTIN MODERN,1956100,2560,1 Mar 2019
CASA CAIRNHILL,2680000,1741,1 Mar 2019
RIVERGATE,4700000,2262,1 Mar 2019
8 SAINT THOMAS,1400000,3172,1 Mar 2019
WATERFORD RESIDENCE,2100000,1758,1 Mar 2019
THE TRILLIUM,3600000,2003,1 Mar 2019
PEACE CENTRE/MANSIONS,1908000,732,1 Mar 2019
PARC SOPHIA,1018000,1631,1 Mar 2019
TWENTYONE ANGULLIA PARK,10600000,3396,1 Mar 2019
8 SAINT THOMAS,4168000,3200,1 Mar 2019
WILKIE 80,1000000,1575,1 Mar 2019
WATERMARK ROBERTSON QUAY,2450000,1821,1 Mar 2019
TRIBECA,2718000,1988,1 Mar 2019
THE PEAK @ CAIRNHILL II,2326000,2573,1 Mar 2019
WATERFORD RESIDENCE,1700000,1579,1 Mar 2019
MARTIN MODERN,2175500,2847,1 Mar 2019
ESTILO,1520000,1569,1 Mar 2019
8 SAINT THOMAS,2729000,3380,1 Mar 2019
283 STUDIO,850000,1612,1 Mar 2019
THE WHARF RESIDENCE,2300000,2226,1 Feb 2019
THE CENTREPOINT,2910000,2599,1 Feb 2019
8 HULLET,2121075,3230,1 Feb 2019
TOWNHOUSE APARTMENTS,2388000,1008,1 Feb 2019
MARTIN MODERN,4517300,2607,1 Feb 2019
