Project Name,Date,Rental psf
THE PEAK @ CAIRNHILL II,1 Jan 2020,4.71
EMERALD HILL CONSERVATION AREA,1 Jan 2020,3.13
UE SQUARE,1 Jan 2020,4.00
PARC SOPHIA,1 Jan 2020,5.11
SOPHIA HILLS,1 Jan 2020,5.64
SCOTTS SQUARE,1 Jan 2020,6.74
CAIRNHILL PLAZA,1 Jan 2020,2.36
THE SCOTTS TOWER,1 Jan 2020,5.84
URBAN SUITES,1 Jan 2020,4.39
WATERSCAPE AT CAVENAGH,1 Jan 2020,4.44
THE IMPERIAL,1 Jan 2020,4.46
VIVACE,1 Jan 2020,5.62
NIVEN SUITES,1 Jan 2020,4.73
CASA NOVACREST,1 Jan 2020,2.45
SOPHIA HILLS,1 Jan 2020,4.67
SUITES AT ORCHARD,1 Jan 2020,5.76
LIV ON WILKIE,1 Jan 2020,3.85
ELIZABETH HEIGHTS,1 Jan 2020,1.96
OUE TWIN PEAKS,1 Jan 2020,6.00
GRANGE HEIGHTS,1 Jan 2020,2.04
LEONIE HILL RESIDENCES,1 Jan 2020,3.17
ESTILO,1 Jan 2020,4.36
STARLIGHT SUITES,1 Jan 2020,3.68
ONE DEVONSHIRE,1 Jan 2020,4.79
CAIRNHILL NINE,1 Jan 2020,7.60
SOPHIA HILLS,1 Jan 2020,4.47
THE SCOTTS TOWER,1 Jan 2020,5.84
FRASER RESIDENCE SINGAPORE,1 Jan 2020,5.32
ASPEN HEIGHTS,1 Jan 2020,4.00
NIVEN SUITES,1 Jan 2020,4.91
SOPHIA HILLS,1 Jan 2020,5.82
UE SQUARE,1 Jan 2020,3.88
VIVACE,1 Jan 2020,6.29
MARTIN PLACE RESIDENCES,1 Jan 2020,5.33
FRASER RESIDENCE SINGAPORE,1 Jan 2020,4.38
THE BOUTIQ,1 Jan 2020,5.82
SCOTTS 28,1 Jan 2020,3.00
THE METZ,1 Jan 2020,6.18
THE VERMONT ON CAIRNHILL,1 Jan 2020,4.28
URBANA,1 Jan 2020,4.10
WATERMARK ROBERTSON QUAY,1 Jan 2020,4.57
ROBERTSON 100,1 Jan 2020,3.83
KIM SIA COURT,1 Jan 2020,2.57
THE REGALIA,1 Jan 2020,3.44
OUE TWIN PEAKS,1 Jan 2020,6.36
ESTILO,1 Jan 2020,4.55
URBAN SUITES,1 Jan 2020,4.63
LEONIE CONDOTEL,1 Jan 2020,3.22
LANGSTON VILLE,1 Jan 2020,3.16
PARC SOPHIA,1 Jan 2020,4.00
THE CAIRNHILL,1 Jan 2020,2.50
TRENDALE TOWER,1 Jan 2020,2.34
ASPEN HEIGHTS,1 Jan 2020,3.63
SOPHIA RESIDENCE,1 Jan 2020,3.41
1919,1 Jan 2020,3.41
THE OXLEY,1 Jan 2020,4.62
THE MKZ,1 Jan 2020,4.13
SKYLINE 360 @ SAINT THOMAS WALK,1 Jan 2020,4.69
CLAREMONT,1 Jan 2020,2.62
THE VERV @ RV,1 Jan 2020,4.00
VIDA,1 Jan 2020,4.55
ASPEN HEIGHTS,1 Jan 2020,4.00
THE SUITES AT CENTRAL,1 Jan 2020,5.38
THE WHARF RESIDENCE,1 Jan 2020,5.62
PATERSON LINC,1 Jan 2020,4.38
DEVONSHIRE RESIDENCES,1 Jan 2020,6.67
THE LUXE,1 Jan 2020,7.53
LUMA,1 Jan 2020,4.11
LEONIE GARDENS,1 Jan 2020,2.59
ESPADA,1 Jan 2020,7.71
THE VERMONT ON CAIRNHILL,1 Jan 2020,4.44
PARC EMILY,1 Jan 2020,4.59
RESIDENCES AT 338A,1 Jan 2020,3.33
RIVERGATE,1 Jan 2020,4.26
FRASER RESIDENCE SINGAPORE,1 Jan 2020,4.96
WATERMARK ROBERTSON QUAY,1 Jan 2020,3.61
ESPADA,1 Jan 2020,6.71
WATERMARK ROBERTSON QUAY,1 Jan 2020,4.76
CAIRNHILL NINE,1 Jan 2020,6.67
VIDA,1 Jan 2020,4.73
PARC SOPHIA,1 Jan 2020,5.33
STARLIGHT SUITES,1 Jan 2020,3.76
WATERFORD RESIDENCE,1 Jan 2020,3.45
THE PIER AT ROBERTSON,1 Jan 2020,4.47
336 RIVER VALLEY,1 Jan 2020,2.25
8 SAINT THOMAS,1 Jan 2020,6.35
HIGH POINT,1 Jan 2020,2.21
OLEANAS RESIDENCE,1 Jan 2020,3.91
THE METZ,1 Jan 2020,6.91
THE PIER AT ROBERTSON,1 Jan 2020,5.24
ASPEN HEIGHTS,1 Jan 2020,3.87
PATERSON SUITES,1 Jan 2020,4.46
VISIONCREST,1 Jan 2020,5.05
CAVENAGH LODGE,1 Jan 2020,2.77
ESPADA,1 Jan 2020,5.23
NEWTON EDGE,1 Jan 2020,3.54
RIVERSHIRE,1 Jan 2020,2.42
THE MORNINGSIDE,1 Jan 2020,2.96
THE LIGHT @ CAIRNHILL,1 Jan 2020,3.43
SOPHIA HILLS,1 Jan 2020,5.38
CAVENAGH FORTUNA,1 Jan 2020,4.73
GRANGE HEIGHTS,1 Jan 2020,2.62
UE SQUARE,1 Jan 2020,5.07
THE SCOTTS TOWER,1 Jan 2020,6.97
ESPADA,1 Jan 2020,5.69
THE METZ,1 Jan 2020,6.09
TRIBECA,1 Jan 2020,3.38
TWENTYONE ANGULLIA PARK,1 Jan 2020,5.67
URBAN SUITES,1 Jan 2020,6.00
FRASER RESIDENCE SINGAPORE,1 Jan 2020,4.87
ST THOMAS SUITES,1 Jan 2020,3.96
HOLLYWOOD APARTMENTS,1 Jan 2020,4.21
YONG AN PARK,1 Jan 2020,3.17
THE CATHAY RESIDENCE,1 Jan 2020,4.37
VALLEY HOUSE,1 Jan 2020,3.26
THE ORCHARD RESIDENCES,1 Jan 2020,5.14
THE COSMOPOLITAN,1 Jan 2020,5.30
ORCHARD SCOTTS,1 Jan 2020,4.55
OUE TWIN PEAKS,1 Jan 2020,5.64
THE PEAK @ CAIRNHILL I,1 Jan 2020,4.36
ROBERTSON EDGE,1 Jan 2020,5.11
VIDA,1 Jan 2020,4.12
MARTIN PLACE RESIDENCES,1 Jan 2020,5.38
CENTENNIA SUITES,1 Jan 2020,3.78
LLOYD SIXTYFIVE,1 Jan 2020,4.76
UE SQUARE,1 Jan 2020,3.47
THE COSMOPOLITAN,1 Jan 2020,4.70
SUITES AT ORCHARD,1 Jan 2020,5.64
8 SAINT THOMAS,1 Jan 2020,6.73
THE SCOTTS TOWER,1 Jan 2020,6.68
LEONIE CONDOTEL,1 Jan 2020,3.52
RESIDENCES AT EMERALD HILL,1 Jan 2020,3.47
MARTIN PLACE RESIDENCES,1 Jan 2020,4.95
ASPEN HEIGHTS,1 Jan 2020,2.96
THE MARQ ON PATERSON HILL,1 Jan 2020,5.74
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,1.84
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,3.28
CAIRNHILL NINE,1 Jan 2020,5.71
LUCKY PLAZA APARTMENTS,1 Jan 2020,3.55
MACKENZIE 88,1 Jan 2020,3.55
ELIZABETH TOWER,1 Jan 2020,1.97
VIDA,1 Jan 2020,4.55
GRANGE HEIGHTS,1 Jan 2020,2.54
THE PIER AT ROBERTSON,1 Jan 2020,6.46
SOPHIA HILLS,1 Jan 2020,4.31
SAM KIANG MANSIONS,1 Jan 2020,3.04
THE PIER AT ROBERTSON,1 Jan 2020,5.68
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,4.00
NEWTON EDGE,1 Jan 2020,3.54
NIVEN SUITES,1 Jan 2020,4.91
THE QUAYSIDE,1 Jan 2020,3.35
SOPHIA RESIDENCE,1 Jan 2020,3.85
SOPHIA HILLS,1 Jan 2020,2.13
PATERSON SUITES,1 Jan 2020,4.34
UE SQUARE,1 Jan 2020,2.70
PARC EMILY,1 Jan 2020,5.64
HILLTOPS,1 Jan 2020,5.56
MARTIN PLACE RESIDENCES,1 Jan 2020,4.92
WATERMARK ROBERTSON QUAY,1 Jan 2020,5.26
THE COSMOPOLITAN,1 Jan 2020,4.15
THE IMPERIAL,1 Jan 2020,4.14
THE PEAK @ CAIRNHILL II,1 Jan 2020,3.58
RIVERGATE,1 Jan 2020,4.40
THE SCOTTS TOWER,1 Jan 2020,7.61
ELIZABETH TOWER,1 Jan 2020,2.20
RV POINT,1 Jan 2020,5.33
THE METZ,1 Jan 2020,6.91
RIVERGATE,1 Jan 2020,4.48
VALLEY HOUSE,1 Jan 2020,2.79
MARTIN PLACE RESIDENCES,1 Jan 2020,4.11
RIVERGATE,1 Jan 2020,5.05
THE WHARF RESIDENCE,1 Jan 2020,4.76
THE LUMOS,1 Jan 2020,2.67
REIGNWOOD HAMILTON SCOTTS,1 Jan 2020,5.09
PARC SOPHIA,1 Jan 2020,3.73
WHARTON VALE,1 Jan 2020,4.15
THE CENTREPOINT,1 Jan 2020,4.00
RIVERSIDE 48,1 Jan 2020,4.13
THE ORCHARD RESIDENCES,1 Jan 2020,5.58
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,1.84
THE COSMOPOLITAN,1 Jan 2020,4.44
OUE TWIN PEAKS,1 Jan 2020,5.93
ASPEN HEIGHTS,1 Jan 2020,3.48
THE BOUTIQ,1 Jan 2020,5.48
ST THOMAS VILLE,1 Jan 2020,3.04
THE RISE @ OXLEY - RESIDENCES,1 Jan 2020,5.08
KIM SIA COURT,1 Jan 2020,3.33
KILLINEY 118,1 Jan 2020,5.00
SOPHIA RESIDENCE,1 Jan 2020,3.58
SCOTTS 28,1 Jan 2020,4.10
RICHMOND PARK,1 Jan 2020,3.36
LIV ON SOPHIA,1 Jan 2020,4.55
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,3.76
SOPHIA HILLS,1 Jan 2020,4.62
LUMA,1 Jan 2020,3.87
EMILY RESIDENCE,1 Jan 2020,4.73
ASPEN LINQ,1 Jan 2020,4.89
PEACE CENTRE / MANSIONS,1 Jan 2020,1.81
ALBA,1 Jan 2020,3.66
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,2.48
CAIRNHILL CREST,1 Jan 2020,3.43
1919,1 Jan 2020,5.45
CAIRNHILL RESIDENCES,1 Jan 2020,3.47
LEONIE SUITES,1 Jan 2020,4.21
THE BOUTIQ,1 Jan 2020,5.33
CAVENAGH GARDENS,1 Jan 2020,2.86
ORCHARD SCOTTS,1 Jan 2020,4.63
ONE OXLEY RISE,1 Jan 2020,3.60
THE QUAYSIDE,1 Jan 2020,3.67
PARC MACKENZIE,1 Jan 2020,3.26
CAIRNHILL ASTORIA,1 Jan 2020,2.16
ROBERTSON EDGE,1 Jan 2020,4.89
WILKIE STUDIO,1 Jan 2020,3.12
NEWTON EDGE,1 Jan 2020,3.92
8 @ MOUNT SOPHIA,1 Jan 2020,4.48
BELLE VUE RESIDENCES,1 Jan 2020,4.15
TIARA,1 Jan 2020,3.53
NON-LANDED HOUSING DEVELOPMENT,1 Jan 2020,1.64
THE CAIRNHILL,1 Jan 2020,2.16
THE MKZ,1 Jan 2020,4.77
PATERSON RESIDENCE,1 Jan 2020,4.14
GRANGE HEIGHTS,1 Jan 2020,2.16
ST THOMAS SUITES,1 Jan 2020,4.10
PATERSON SUITES,1 Jan 2020,3.26
KIM SIA COURT,1 Jan 2020,2.45
PATERSON SUITES,1 Jan 2020,4.19
URBANA,1 Jan 2020,4.69
PARC CENTENNIAL,1 Jan 2020,3.28
MARTIN PLACE RESIDENCES,1 Jan 2020,6.55
ROBERTSON 100,1 Jan 2020,3.91
THE INSPIRA,1 Jan 2020,4.84
HELIOS RESIDENCES,1 Jan 2020,4.36
LA CRYSTAL,1 Jan 2020,2.86
SOPHIA HILLS,1 Jan 2020,6.36
1919,1 Jan 2020,5.27
DELFI ORCHARD,1 Jan 2020,1.29
MIRAGE TOWER,1 Jan 2020,2.46
WATERFORD RESIDENCE,1 Jan 2020,4.42
ST THOMAS SUITES,1 Jan 2020,4.49
ROBERTSON 100,1 Jan 2020,4.71
SCOTTS HIGHPARK,1 Jan 2020,3.19
RIVERSIDE 48,1 Jan 2020,3.73
ST THOMAS SUITES,1 Jan 2020,4.05
WILKIE 80,1 Jan 2020,6.57
THE BOUTIQ,1 Jan 2020,4.29
LIV ON WILKIE,1 Jan 2020,6.44
FRASER RESIDENCE SINGAPORE,1 Dec 2019,4.70
THE IMPERIAL,1 Dec 2019,4.39
ESPADA,1 Dec 2019,7.43
CAVENAGH LODGE,1 Dec 2019,2.66
UE SQUARE,1 Dec 2019,3.89
FRASER RESIDENCE SINGAPORE,1 Dec 2019,5.46
FRASER RESIDENCE SINGAPORE,1 Dec 2019,3.94
FRASER RESIDENCE SINGAPORE,1 Dec 2019,5.32
FRASER RESIDENCE SINGAPORE,1 Dec 2019,4.06
THE PIER AT ROBERTSON,1 Dec 2019,5.08
PARC SOPHIA,1 Dec 2019,4.55
THE PEAK @ CAIRNHILL I,1 Dec 2019,5.45
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,4.13
RHAPSODY ON MOUNT ELIZABETH,1 Dec 2019,4.29
MACKENZIE 138,1 Dec 2019,4.33
MIRAGE TOWER,1 Dec 2019,3.37
SCOTTS SQUARE,1 Dec 2019,7.77
ORCHARD SCOTTS,1 Dec 2019,5.24
8 @ MOUNT SOPHIA,1 Dec 2019,4.00
CITYVISTA RESIDENCES,1 Dec 2019,3.64
LA CRYSTAL,1 Dec 2019,3.00
VISIONCREST,1 Dec 2019,4.21
ROBERTSON 100,1 Dec 2019,4.41
OUE TWIN PEAKS,1 Dec 2019,6.91
THE IMPERIAL,1 Dec 2019,4.74
CAVENAGH LODGE,1 Dec 2019,2.77
THE WHARF RESIDENCE,1 Dec 2019,5.19
8 @ MOUNT SOPHIA,1 Dec 2019,3.74
HELIOS RESIDENCES,1 Dec 2019,4.30
SKYLINE @ ORCHARD BOULEVARD,1 Dec 2019,4.51
ESPADA,1 Dec 2019,5.89
ST THOMAS SUITES,1 Dec 2019,3.77
THE CLAYMORE,1 Dec 2019,2.83
LLOYD SIXTYFIVE,1 Dec 2019,6.46
CLAREMONT,1 Dec 2019,3.55
KILLINEY 118,1 Dec 2019,4.73
ORCHARD SCOTTS,1 Dec 2019,4.29
PATERSON RESIDENCE,1 Dec 2019,4.40
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,3.73
RIVERSHIRE,1 Dec 2019,3.04
VISIONCREST,1 Dec 2019,5.08
THE IMPERIAL,1 Dec 2019,5.26
MIRAGE TOWER,1 Dec 2019,3.82
SCOTTS 28,1 Dec 2019,3.66
VISIONCREST,1 Dec 2019,4.84
THE BAYRON,1 Dec 2019,5.13
ASPEN HEIGHTS,1 Dec 2019,3.33
ELIZABETH HEIGHTS,1 Dec 2019,2.45
THE REGALIA,1 Dec 2019,3.84
ORCHARD COURT,1 Dec 2019,2.41
CAIRNHILL NINE,1 Dec 2019,6.36
1919,1 Dec 2019,5.09
RIVERGATE,1 Dec 2019,4.76
336 RIVER VALLEY,1 Dec 2019,1.84
ASPEN HEIGHTS,1 Dec 2019,3.29
MARTIN PLACE RESIDENCES,1 Dec 2019,4.69
TRIBECA,1 Dec 2019,5.09
THE COSMOPOLITAN,1 Dec 2019,4.07
THE IMPERIAL,1 Dec 2019,4.00
PARC SOPHIA,1 Dec 2019,3.87
FRASER RESIDENCE SINGAPORE,1 Dec 2019,5.42
CAIRNHILL NINE,1 Dec 2019,7.20
OUE TWIN PEAKS,1 Dec 2019,6.48
LIV ON SOPHIA,1 Dec 2019,5.82
LIV ON WILKIE,1 Dec 2019,2.55
THE ORCHARD RESIDENCES,1 Dec 2019,5.81
THE LAURELS,1 Dec 2019,6.65
THE LAURELS,1 Dec 2019,5.43
FRASER RESIDENCE ORCHARD SINGAPORE,1 Dec 2019,9.53
RIVERGATE,1 Dec 2019,4.39
ASPEN HEIGHTS,1 Dec 2019,2.84
ASPEN HEIGHTS,1 Dec 2019,3.19
THE TRILLIUM,1 Dec 2019,4.46
RV POINT,1 Dec 2019,5.33
LUMA,1 Dec 2019,4.00
EMILY RESIDENCE,1 Dec 2019,4.21
RIVERGATE,1 Dec 2019,4.00
ORCHARD SCOTTS,1 Dec 2019,5.64
FRASER RESIDENCE SINGAPORE,1 Dec 2019,4.30
ROBERTSON EDGE,1 Dec 2019,5.33
SCOTTS 28,1 Dec 2019,4.29
OUE TWIN PEAKS,1 Dec 2019,5.45
ORCHARD TOWERS,1 Dec 2019,2.56
THE MARQ ON PATERSON HILL,1 Dec 2019,6.89
CAIRNHILL NINE,1 Dec 2019,6.29
BELLE VUE RESIDENCES,1 Dec 2019,3.09
DEVONSHIRE RESIDENCES,1 Dec 2019,5.09
THE CATHAY RESIDENCE,1 Dec 2019,4.66
FRASER RESIDENCE ORCHARD SINGAPORE,1 Dec 2019,7.85
OLEANAS RESIDENCE,1 Dec 2019,2.90
MARTIN PLACE RESIDENCES,1 Dec 2019,4.87
TIARA,1 Dec 2019,3.33
ASPEN HEIGHTS,1 Dec 2019,3.11
VISIONCREST,1 Dec 2019,4.74
THE VERMONT ON CAIRNHILL,1 Dec 2019,4.29
CAIRNHILL CREST,1 Dec 2019,3.43
ELIZABETH HEIGHTS,1 Dec 2019,2.55
ASPEN HEIGHTS,1 Dec 2019,3.35
CITYVISTA RESIDENCES,1 Dec 2019,3.16
THE METZ,1 Dec 2019,6.67
ORCHARD SCOTTS,1 Dec 2019,4.41
OLEANAS RESIDENCE,1 Dec 2019,2.40
LUCKY PLAZA APARTMENTS,1 Dec 2019,2.94
FRASER RESIDENCE SINGAPORE,1 Dec 2019,5.38
THE PIER AT ROBERTSON,1 Dec 2019,5.23
MACKENZIE 88,1 Dec 2019,3.18
LIV ON SOPHIA,1 Dec 2019,5.82
THE METZ,1 Dec 2019,6.55
THE BAYRON,1 Dec 2019,4.21
FRASER RESIDENCE SINGAPORE,1 Dec 2019,4.40
VIVACE,1 Dec 2019,6.43
THE PIER AT ROBERTSON,1 Dec 2019,4.62
VISIONCREST,1 Dec 2019,4.53
THE METZ,1 Dec 2019,5.57
OUE TWIN PEAKS,1 Dec 2019,4.91
THE PATERSON,1 Dec 2019,4.20
HIJAUAN,1 Dec 2019,5.09
2 RVG,1 Dec 2019,4.15
MACKENZIE 138,1 Dec 2019,4.89
HILLTOPS,1 Dec 2019,5.76
LIV ON SOPHIA,1 Dec 2019,5.45
URBANA,1 Dec 2019,4.57
LEONIE SUITES,1 Dec 2019,3.79
WATERSCAPE AT CAVENAGH,1 Dec 2019,3.08
THE RISE @ OXLEY - RESIDENCES,1 Dec 2019,5.78
MOUNT SOPHIA SUITES,1 Dec 2019,4.36
MARTIN PLACE RESIDENCES,1 Dec 2019,4.69
LEONIE TOWERS,1 Dec 2019,2.46
LIV ON WILKIE,1 Dec 2019,4.55
VIDA,1 Dec 2019,5.33
THE MORNINGSIDE,1 Dec 2019,2.63
RV POINT,1 Dec 2019,4.89
DEVONSHIRE RESIDENCES,1 Dec 2019,4.55
CENTENNIA SUITES,1 Dec 2019,4.40
NEWTON EDGE,1 Dec 2019,4.36
NIVEN SUITES,1 Dec 2019,4.91
FRASER RESIDENCE SINGAPORE,1 Dec 2019,3.94
THE LAURELS,1 Dec 2019,6.71
KILLINEY 118,1 Dec 2019,4.54
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,2.00
WATERSCAPE AT CAVENAGH,1 Dec 2019,3.70
THE SCOTTS TOWER,1 Dec 2019,7.40
LEONIE GARDENS,1 Dec 2019,2.57
THE SUITES AT CENTRAL,1 Dec 2019,4.48
LUCKY PLAZA APARTMENTS,1 Dec 2019,3.06
RIVERGATE,1 Dec 2019,4.29
WILKIE 80,1 Dec 2019,4.55
YONG AN PARK,1 Dec 2019,3.03
THE IMPERIAL,1 Dec 2019,4.32
THE PIER AT ROBERTSON,1 Dec 2019,4.92
THE PIER AT ROBERTSON,1 Dec 2019,5.20
SOPHIA HILLS,1 Dec 2019,6.36
THE WHARF RESIDENCE,1 Dec 2019,4.52
ESPADA,1 Dec 2019,5.23
8 RODYK,1 Dec 2019,4.52
DELFI ORCHARD,1 Dec 2019,3.33
SOPHIA RESIDENCE,1 Dec 2019,4.76
ONE OXLEY RISE,1 Dec 2019,3.39
HIGH POINT,1 Dec 2019,1.95
NIVEN SUITES,1 Dec 2019,4.46
PARC CENTENNIAL,1 Dec 2019,2.95
SCOTTS HIGHPARK,1 Dec 2019,3.73
CAIRNHILL CREST,1 Dec 2019,3.71
WATERSCAPE AT CAVENAGH,1 Dec 2019,5.27
THE CAIRNHILL,1 Dec 2019,2.31
ORCHARD SCOTTS,1 Dec 2019,3.24
CLAREMONT,1 Dec 2019,2.90
THE SCOTTS TOWER,1 Dec 2019,6.92
SCOTTS SQUARE,1 Dec 2019,5.79
EBER GARDENS,1 Dec 2019,2.56
OLEANAS RESIDENCE,1 Dec 2019,2.88
ORCHARD SCOTTS,1 Dec 2019,4.78
ESPADA,1 Dec 2019,7.00
URBANA,1 Dec 2019,4.57
THE RISE @ OXLEY - RESIDENCES,1 Dec 2019,5.38
8 SAINT THOMAS,1 Dec 2019,8.00
VIDA,1 Dec 2019,4.41
MACKENZIE 88,1 Dec 2019,3.62
URBAN RESORT CONDOMINIUM,1 Dec 2019,3.93
WATERSCAPE AT CAVENAGH,1 Dec 2019,2.89
TRIBECA,1 Dec 2019,5.18
THE RISE @ OXLEY - RESIDENCES,1 Dec 2019,4.92
THE VERV @ RV,1 Dec 2019,4.19
RIVERGATE,1 Dec 2019,4.86
URBAN SUITES,1 Dec 2019,5.03
MOUNT SOPHIA SUITES,1 Dec 2019,4.92
LEONIE CONDOTEL,1 Dec 2019,3.05
CAIRNHILL NINE,1 Dec 2019,6.53
THE METZ,1 Dec 2019,6.36
THE COSMOPOLITAN,1 Dec 2019,4.35
ILLUMINAIRE ON DEVONSHIRE,1 Dec 2019,6.22
MARTIN PLACE RESIDENCES,1 Dec 2019,4.11
CENTENNIA SUITES,1 Dec 2019,3.60
LEONIE CONDOTEL,1 Dec 2019,3.12
ORCHARD VIEW,1 Dec 2019,4.71
CAIRNHILL ASTORIA,1 Dec 2019,3.38
CAVENAGH LODGE,1 Dec 2019,2.66
PARC EMILY,1 Dec 2019,4.00
FRASER RESIDENCE SINGAPORE,1 Dec 2019,4.89
SUITES @ CAIRNHILL,1 Dec 2019,4.45
URBAN SUITES,1 Dec 2019,4.85
DEVONSHIRE RESIDENCES,1 Dec 2019,5.33
THE BAYRON,1 Dec 2019,4.42
WATERSCAPE AT CAVENAGH,1 Dec 2019,3.68
THE PIER AT ROBERTSON,1 Dec 2019,5.85
MACKENZIE REGENCY,1 Dec 2019,3.47
THE WHARF RESIDENCE,1 Dec 2019,4.86
ASPEN HEIGHTS,1 Dec 2019,3.35
CENTENNIA SUITES,1 Dec 2019,4.88
PARC MACKENZIE,1 Dec 2019,3.47
NEWTON EDGE,1 Dec 2019,3.68
8 @ MOUNT SOPHIA,1 Dec 2019,4.55
GRANGE HEIGHTS,1 Dec 2019,2.44
THE QUAYSIDE,1 Dec 2019,3.63
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,4.13
8 @ MOUNT SOPHIA,1 Dec 2019,4.24
HOLLYWOOD APARTMENTS,1 Dec 2019,2.53
CAVENAGH LODGE,1 Dec 2019,2.95
UE SQUARE,1 Dec 2019,4.00
OLEANAS RESIDENCE,1 Dec 2019,2.79
ONE DEVONSHIRE,1 Dec 2019,4.59
URBAN RESORT CONDOMINIUM,1 Dec 2019,4.02
CAVENAGH COURT,1 Dec 2019,2.43
CAIRNHILL PLAZA,1 Dec 2019,2.76
RIVERGATE,1 Dec 2019,6.10
CASA CAIRNHILL,1 Dec 2019,2.55
THE MARQ ON PATERSON HILL,1 Dec 2019,5.41
FRASER RESIDENCE SINGAPORE,1 Dec 2019,5.04
THE RISE @ OXLEY - RESIDENCES,1 Dec 2019,4.00
THE ORCHARD RESIDENCES,1 Dec 2019,6.14
HILLTOPS,1 Dec 2019,5.71
THE SUITES AT CENTRAL,1 Dec 2019,5.19
PARC EMILY,1 Dec 2019,4.71
SCOTTS HIGHPARK,1 Dec 2019,3.30
ST THOMAS SUITES,1 Dec 2019,4.34
OUE TWIN PEAKS,1 Dec 2019,5.82
THE CATHAY RESIDENCE,1 Dec 2019,4.66
8 SAINT THOMAS,1 Dec 2019,7.29
ONE DEVONSHIRE,1 Dec 2019,5.44
THE PIER AT ROBERTSON,1 Dec 2019,4.76
MARTIN NO 38,1 Dec 2019,5.87
8 SAINT THOMAS,1 Dec 2019,7.45
THE LIGHT @ CAIRNHILL,1 Dec 2019,4.00
RIVA LODGE,1 Dec 2019,2.78
THE PATERSON,1 Dec 2019,3.59
ESPADA,1 Dec 2019,6.08
ORCHARD SCOTTS,1 Dec 2019,3.90
LEONIE TOWERS,1 Dec 2019,2.32
THE MKZ,1 Dec 2019,4.12
MIRAGE TOWER,1 Dec 2019,3.73
URBAN SUITES,1 Dec 2019,4.85
ELIZABETH TOWER,1 Dec 2019,1.22
THE MKZ,1 Dec 2019,3.60
CITYVISTA RESIDENCES,1 Dec 2019,3.20
CAIRNHILL NINE,1 Dec 2019,6.67
UE SQUARE,1 Dec 2019,3.73
RIVERGATE,1 Dec 2019,4.76
GRANGE INFINITE,1 Dec 2019,4.09
SOPHIA CREST,1 Dec 2019,3.60
RICHMOND PARK,1 Dec 2019,4.00
SCOTTS 28,1 Dec 2019,3.58
PARC EMILY,1 Dec 2019,4.62
HILLTOPS,1 Dec 2019,7.02
RV POINT,1 Dec 2019,3.60
OUE TWIN PEAKS,1 Dec 2019,6.73
THE SUITES AT CENTRAL,1 Dec 2019,4.83
URBAN RESORT CONDOMINIUM,1 Dec 2019,3.95
RICHMOND PARK,1 Dec 2019,3.71
THE CAIRNHILL,1 Dec 2019,2.38
WATERSCAPE AT CAVENAGH,1 Dec 2019,3.81
ESPADA,1 Dec 2019,5.08
ORCHARD SCOTTS,1 Dec 2019,3.80
URBAN SUITES,1 Dec 2019,4.63
CAIRNHILL PLAZA,1 Dec 2019,1.78
UE SQUARE,1 Dec 2019,3.12
SOPHIA RESIDENCE,1 Dec 2019,3.51
SCOTTS HIGHPARK,1 Dec 2019,3.31
PARC EMILY,1 Dec 2019,3.68
THE PIER AT ROBERTSON,1 Dec 2019,4.67
WATERMARK ROBERTSON QUAY,1 Dec 2019,4.06
URBAN SUITES,1 Dec 2019,4.39
336 RIVER VALLEY,1 Dec 2019,2.31
FRASER RESIDENCE SINGAPORE,1 Dec 2019,5.19
OXLEY EDGE,1 Dec 2019,5.11
THE PIER AT ROBERTSON,1 Dec 2019,4.53
RICHMOND PARK,1 Dec 2019,3.76
ESPADA,1 Dec 2019,5.08
THE VERMONT ON CAIRNHILL,1 Dec 2019,3.97
CENTENNIA SUITES,1 Dec 2019,4.00
MACKENZIE 88,1 Dec 2019,4.67
UE SQUARE,1 Dec 2019,3.04
SOPHIA HILLS,1 Dec 2019,5.85
UE SQUARE,1 Dec 2019,4.00
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,1 Dec 2019,5.44
THE SCOTTS TOWER,1 Dec 2019,5.82
THE BEAUMONT,1 Dec 2019,2.79
PARC EMILY,1 Dec 2019,5.09
THE CLAYMORE,1 Dec 2019,3.21
THE METZ,1 Dec 2019,6.18
WILKIE REGENCY,1 Dec 2019,3.41
OXLEY EDGE,1 Dec 2019,4.94
1919,1 Dec 2019,5.45
THE INSPIRA,1 Dec 2019,4.21
THE PEAK @ CAIRNHILL II,1 Dec 2019,4.00
SUITES AT ORCHARD,1 Dec 2019,4.67
8 SAINT THOMAS,1 Dec 2019,6.47
ELIZABETH HEIGHTS,1 Dec 2019,2.55
THE COSMOPOLITAN,1 Dec 2019,4.93
LEONIE TOWERS,1 Dec 2019,2.46
OUE TWIN PEAKS,1 Dec 2019,6.36
